"Id","SalePrice"
1599,207962.6272
1600,205817.529566667
1601,77462.9965333333
1602,115987.611366667
1603,98898.2119
1604,282743.276466667
1605,251218.392733333
1606,166235.750033333
1607,173479.132266667
1608,224239.0301
1609,198537.246233333
1610,163995.369833333
1611,146731.889533333
1612,183629.611566667
1613,171276.825233333
1614,123606.882033333
1615,89903.1040333334
1616,81284.5776
1617,90170.1771
1618,123714.45
1619,134583.473733333
1620,178947.418633333
1621,141585.9172
1622,144135.185133333
1623,286743.016633333
1624,220095.6194
1625,127822.756
1626,172042.9575
1627,191611.3529
1628,277375.7257
1629,175190.924233333
1630,358325.3106
1631,219165.7352
1632,253588.482933333
1633,168407.4485
1634,185588.702133333
1635,177301.379466667
1636,164756.004733333
1637,185897.707133333
1638,210135.255833333
1639,182150.463133333
1640,248303.589766667
1641,182520.563966667
1642,221212.3795
1643,230611.244266667
1644,222687.623966667
1645,189014.409966667
1646,159180.4972
1647,157777.418333333
1648,140883.1695
1649,137546.4459
1650,122387.8774
1651,124870.4146
1652,99575.6134
1653,97382.8134
1654,155875.269633333
1655,149863.7739
1656,149847.711933333
1657,154028.8227
1658,154421.538533333
1659,130738.3247
1660,151227.866833333
1661,449593.222033333
1662,374111.5482
1663,377344.7189
1664,466199.953366667
1665,325193.800233333
1666,337440.989333333
1667,366227.3793
1668,337198.2961
1669,302657.8396
1670,354347.975666667
1671,257982.819566667
1672,465807.0278
1673,297140.487566667
1674,249027.824833333
1675,194300.5576
1676,195018.805733333
1677,214449.7969
1678,459903.931466667
1679,396129.643033333
1680,329346.723
1681,270867.584166667
1682,311188.8256
1683,182201.4009
1684,171890.6131
1685,174512.6481
1686,168628.347266667
1687,168129.0851
1688,187594.885033333
1689,187677.871933333
1690,183387.9278
1691,177014.574066667
1692,271870.1665
1693,170103.5837
1694,183792.939333333
1695,167817.280566667
1696,271984.279333333
1697,167701.5151
1698,346130.948866666
1699,335976.8898
1700,249151.421633333
1701,267127.419333333
1702,254541.3294
1703,258085.951666667
1704,294875.575133333
1705,238991.399633333
1706,456163.3131
1707,220546.5325
1708,217466.983166667
1709,275587.498166667
1710,227317.389933333
1711,270662.881633333
1712,260302.8125
1713,265486.838133333
1714,217668.930066667
1715,199763.260533333
1716,183314.313566667
1717,164970.338833333
1718,147063.7842
1719,213018.283833333
1720,251261.4716
1721,164706.140966667
1722,142403.514733333
1723,159469.352133333
1724,214964.7392
1725,226875.909866667
1726,192434.725233333
1727,177086.704
1728,183075.5476
1729,164897.3299
1730,162547.229566667
1731,125926.994866667
1732,129863.5433
1733,120970.344
1734,130151.404533333
1735,132511.791833333
1736,118824.375466667
1737,337703.376066667
1738,209740.304533333
1739,296382.1914
1740,212526.199566667
1741,191694.665733333
1742,173695.716833333
1743,177995.621733333
1744,299286.853433333
1745,226322.052066667
1746,239131.766066667
1747,213134.16
1748,206606.089966667
1749,160067.721766667
1750,145781.7222
1751,227090.786233333
1752,118486.216633333
1753,146372.35
1754,203433.2556
1755,166068.858633333
1756,124170.335066667
1757,119253.745766667
1758,155124.2975
1759,166712.405333333
1760,158760.5598
1761,150237.6545
1762,183478.642566667
1763,169849.159666667
1764,119245.609
1765,173555.5191
1766,172026.165133333
1767,204612.720366667
1768,139985.168166667
1769,161701.085666667
1770,142582.959166667
1771,136069.793966667
1772,131805.7402
1773,137682.237533333
1774,135326.9611
1775,129456.980733333
1776,118417.2844
1777,114651.780266667
1778,126096.931133333
1779,118678.838133333
1780,176948.590433333
1781,129221.8448
1782,98234.3714666667
1783,132215.139933333
1784,99940.8614666666
1785,117374.495166667
1786,144831.309633333
1787,165190.429814286
1788,63853.2592333333
1789,98655.8828
1790,88541.852
1791,189947.020766667
1792,149734.481833333
1793,144809.6378
1794,142296.736433333
1795,136818.617366667
1796,127574.080133333
1797,120535.129366667
1798,124418.4332
1799,111403.6116
1800,128397.7534
1801,129480.161266667
1802,145912.876766667
1803,150070.118933333
1804,143279.1597
1805,138492.216833333
1806,117128.610280952
1807,140674.254333333
1808,120005.732733333
1809,127856.3021
1810,149491.421033333
1811,116216.502866667
1812,113137.3663
1813,120644.596366667
1814,100044.173133333
1815,63222.2848333333
1816,102375.621733333
1817,128828.3282
1818,140989.4495
1819,116393.015133333
1820,80986.2454000001
1821,121235.613766667
1822,152866.745266667
1823,67080.6507666667
1824,137325.279333333
1825,141872.66
1826,105009.912733333
1827,111697.691266667
1828,141580.217133333
1829,119497.5471
1830,138949.811966667
1831,156756.747666667
1832,125023.070333333
1833,149597.2177
1834,127766.046266667
1835,153561.579166667
1836,131482.601166667
1837,106187.7756
1838,133267.778033333
1839,88390.5101666667
1840,167566.926233333
1841,143039.097866667
1842,92095.9208333333
1843,145460.513633333
1844,143431.944666667
1845,142755.176566667
1846,156806.1408
1847,167163.082633333
1848,66560.6579333333
1849,121767.856833333
1850,125327.794266667
1851,163231.089766667
1852,126977.785166667
1853,139292.285766667
1854,163217.250933333
1855,154311.715
1856,212889.880733333
1857,177409.9221
1858,143966.036866667
1859,121738.264366667
1860,151872.841966667
1861,122980.697866667
1862,293948.379
1863,289490.866433333
1864,289890.2331
1865,335240.3196
1866,332816.312133333
1867,244253.308066667
1868,309760.230866667
1869,197155.9819
1870,247891.984033333
1871,254235.1156
1872,171919.805866667
1873,226946.369766667
1874,138755.128666667
1875,210337.191133333
1876,199562.258933333
1877,209031.222333333
1878,213987.775566667
1879,131874.315766667
1880,136327.9122
1881,246588.9719
1882,258215.4163
1883,199036.061
1884,219699.2666
1885,256320.9177
1886,304108.377966667
1887,200901.666733333
1888,280842.729533334
1889,166976.451266667
1890,139431.670766667
1891,146800.181066667
1892,109179.809233333
1893,135432.3791
1894,129691.0341
1895,148457.301966667
1896,124871.150266667
1897,121419.625666667
1898,108633.243966667
1899,138040.166133333
1900,132202.106166667
1901,168439.717133333
1902,137044.737266667
1903,213385.664033333
1904,132502.984666667
1905,183658.885933333
1906,158810.470033333
1907,196602.427566667
1908,119910.172366667
1909,141757.808666667
1910,132907.4241
1911,201047.735433333
1912,265332.8696
1913,146204.565566667
1914,67819.0348666667
1915,323145.278266667
1916,79199.3883
1917,256497.941533333
1918,137623.192666667
1919,161596.283333333
1920,171682.075666667
1921,410249.5678
1922,330089.441033333
1923,198802.729166667
1924,221502.073366667
1925,233946.6685
1926,383032.005
1927,136184.33
1928,156763.7459
1929,121746.6761
1930,136541.8605
1931,141439.8343
1932,142445.044233333
1933,173628.481166667
1934,186048.1999
1935,175095.179933333
1936,191073.4907
1937,183216.181
1938,173092.480733333
1939,261215.3399
1940,214473.3357
1941,178558.461366667
1942,189174.753566667
1943,221880.995533333
1944,320865.3337
1945,362122.759966667
1946,161323.624766667
1947,317031.648466667
1948,173795.655633333
1949,240907.5844
1950,175186.2851
1951,254011.461233333
1952,221962.441566667
1953,166067.0963
1954,193121.876966667
1955,134233.851033333
1956,282008.747366666
1957,160741.430766667
1958,306342.852133333
1959,142038.2094
1960,117391.593833333
1961,121982.950866667
1962,96350.1289666667
1963,103762.858133333
1964,113297.837233333
1965,148776.8761
1966,148276.606633333
1967,294869.396666667
1968,425954.614666667
1969,384203.517366667
1970,426417.0602
1971,421548.7057
1972,351922.953833333
1973,273701.344266667
1974,318472.783133333
1975,462471.169833333
1976,275207.601533333
1977,378481.084033333
1978,360462.096433333
1979,324246.185066667
1980,194565.017066667
1981,337939.1196
1982,237327.1434
1983,222392.4663
1984,169468.443066667
1985,219677.458333333
1986,223990.453866667
1987,177858.452966667
1988,179512.886966667
1989,190069.800933333
1990,222071.5919
1991,216289.734666667
1992,210062.620666667
1993,173433.618633333
1994,235642.439
1995,186460.010966667
1996,264152.133766667
1997,321794.163566667
1998,347665.1128
1999,255730.4247
2000,297500.579966667
2001,269059.202566667
2002,243588.499466667
2003,255336.5894
2004,267970.1787
2005,235572.993266667
2006,224400.965066667
2007,256456.683133333
2008,208954.396
2009,193520.200933333
2010,190058.791133333
2011,154003.435766667
2012,181133.734866667
2013,180004.382733333
2014,187435.815433333
2015,193859.893433333
2016,196753.4541
2017,201568.3896
2018,127593.5537
2019,131132.0341
2020,118604.3253
2021,111982.353333333
2022,176679.797466667
2023,146698.6952
2024,243041.9784
2025,359661.825266667
2026,181533.323433333
2027,157650.298866667
2028,155249.8782
2029,172290.831833333
2030,272647.614233333
2031,242682.394733333
2032,263639.4502
2033,260345.777333333
2034,168811.534333333
2035,206557.810966667
2036,187900.596114286
2037,191987.9372
2038,296333.0117
2039,216833.953133333
2040,361443.491866667
2041,280765.216166667
2042,202239.294033333
2043,167595.0986
2044,174988.130666667
2045,210975.501
2046,135278.725933333
2047,152396.304666667
2048,135424.493033333
2049,137867.216433333
2050,177179.8239
2051,107118.340466667
2052,134580.7728
2053,143811.091833333
2054,90066.9256
2055,163064.102733333
2056,132926.157033333
2057,125983.624533333
2058,219155.834033333
2059,136725.636266667
2060,164124.166666667
2061,171106.708666667
2062,137861.7079
2063,112109.415233333
2064,138177.160666667
2065,121952.115533333
2066,170660.934
2067,144316.904666667
2068,139367.592933333
2069,87922.6718666667
2070,107040.119066667
2071,97244.4353
2072,134326.436333333
2073,138481.6399
2074,169363.520266667
2075,145164.685433333
2076,121714.569466667
2077,147107.038166667
2078,129768.8432
2079,134550.413033333
2080,116090.817866667
2081,120603.2073
2082,131831.1046
2083,143630.3215
2084,108078.597
2085,131913.258933333
2086,132526.452633333
2087,120214.785966667
2088,109199.377666667
2089,89431.279
2090,135195.508666667
2091,127751.638066667
2092,128111.072433333
2093,140799.048
2094,122333.643733333
2095,147592.881233333
2096,86754.6327
2097,96053.7227333333
2098,144125.1136
2099,66467.3157666667
2100,116431.640233333
2101,125275.6423
2102,140119.561966667
2103,105452.778566667
2104,136475.2658
2105,126415.1725
2106,88318.8586666667
2107,213473.819333333
2108,119201.922233333
2109,113592.481
2110,130024.159033333
2111,153873.1026
2112,141772.9764
2113,116061.720533333
2114,110442.458466667
2115,155098.9087
2116,117456.504733333
2117,146593.614166667
2118,126358.376966667
2119,110302.0269
2120,114138.277466667
2121,109187.236066667
2122,103012.7662
2123,92096.6317666667
2124,171291.053466667
2125,135227.071166667
2126,152728.671233333
2127,149524.747833333
2128,133534.070533333
2129,103700.974233333
2130,146450.9707
2131,147352.5724
2132,118133.187433333
2133,119013.1627
2134,123953.6011
2135,108933.957133333
2136,92228.9282666667
2137,119021.272133333
2138,140289.7656
2139,154667.683433333
2140,137897.937766667
2141,145961.989266667
2142,137721.559666667
2143,142374.139933333
2144,125411.918666667
2145,136310.019266667
2146,159722.701266667
2147,171027.1588
2148,133997.216166667
2149,147044.592033333
2150,213960.6958
2151,118647.555166667
2152,177300.108433333
2153,158432.411366667
2154,111350.331233333
2155,128164.8987
2156,245096.261166667
2157,232385.524633333
2158,229615.505166667
2159,217945.696066667
2160,170320.132233333
2161,248520.639866667
2162,404077.871
2163,348232.5876
2164,258110.1885
2165,184519.929666667
2166,143307.906733333
2167,205171.018633333
2168,208341.4692
2169,189831.773966667
2170,219623.172033333
2171,149824.0515
2172,143752.789533333
2173,162026.255433333
2174,240474.905966667
2175,293490.0203
2176,317621.9281
2177,246981.0913
2178,217814.940433333
2179,145958.0815
2180,231798.260966667
2181,189459.7443
2182,231962.138966667
2183,197288.283133333
2184,137546.957366667
2185,134999.1055
2186,146200.174666667
2187,153362.523266667
2188,156297.722766667
2189,208632.412166667
2190,87161.6899
2191,89646.4183
2192,97630.5178666666
2193,97333.4013
2194,98936.9995333333
2195,115956.780766667
2196,113757.4906
2197,115151.6473
2198,150160.223066667
2199,165199.402333333
2200,128858.289433333
2201,128415.406066667
2202,184914.2385
2203,158778.5127
2204,176107.258233333
2205,110278.330133333
2206,135032.354733333
2207,206975.9262
2208,227429.4855
2209,188824.225833333
2210,126452.4259
2211,112190.8121
2212,111560.666766667
2213,102346.4469
2214,148000.1374
2215,102348.675433333
2216,154383.829666667
2217,85022.1183666666
2218,89356.6243333334
2219,78119.9901666666
2220,81634.8073333333
2221,322411.892533333
2222,258353.979166667
2223,296382.207066667
2224,224140.654966667
2225,141130.682433333
2226,198821.0843
2227,207114.960133333
2228,282306.595533333
2229,243153.886433333
2230,163959.001066667
2231,220409.2151
2232,184291.7633
2233,183989.660766667
2234,253924.041833333
2235,224417.460733333
2236,284422.941533333
2237,365470.6267
2238,207786.242
2239,139176.7532
2240,163665.1343
2241,157017.305933333
2242,130923.447533333
2243,132070.020066667
2244,98538.9975000001
2245,98880.0448666667
2246,143444.583233333
2247,107839.8673
2248,123062.006033333
2249,124601.812533333
2250,135477.866366667
2251,130146.3125
2252,180149.5806
2253,163227.4239
2254,178171.0139
2255,195351.855066667
2256,179520.686566667
2257,201694.324733333
2258,172961.9506
2259,179034.852366667
2260,160837.113266667
2261,197897.746766667
2262,229642.116466667
2263,341486.7675
2264,430110.242133333
2265,175180.0953
2266,287736.150933333
2267,366955.1991
2268,371212.486733333
2269,162299.1272
2270,179820.611433333
2271,221540.4506
2272,195705.406333333
2273,168295.4004
2274,171499.345433333
2275,167960.529666667
2276,171586.3561
2277,182357.872533333
2278,151575.382866667
2279,125013.816133333
2280,122555.4735
2281,180325.446933333
2282,188610.107466667
2283,102317.574366667
2284,107144.195033333
2285,142345.758466667
2286,127760.3624
2287,340794.021033333
2288,276978.242433333
2289,374544.726866667
2290,413973.0416
2291,330093.5699
2292,410939.050933333
2293,458913.876733333
2294,397468.375933333
2295,445165.132533333
2296,277015.661366667
2297,316182.054766667
2298,331666.6094
2299,388523.056666667
2300,321908.064533333
2301,287283.2301
2302,238545.066066667
2303,246373.953733333
2304,246834.796433333
2305,188627.780033333
2306,191238.150333333
2307,194162.833166667
2308,221593.7741
2309,286650.9536
2310,221299.959133334
2311,196929.919633333
2312,173984.010066667
2313,175084.366
2314,174292.529066667
2315,174188.759933333
2316,197220.949533333
2317,184345.6013
2318,176235.658933333
2319,176006.6855
2320,176987.1072
2321,249954.6804
2322,168993.861533333
2323,177878.511566667
2324,171948.518366667
2325,213745.148466667
2326,166959.803566667
2327,210825.288766667
2328,221940.379466667
2329,187638.9943
2330,178822.638466667
2331,348186.884966667
2332,377712.5059
2333,311564.755933333
2334,265121.6487
2335,262524.892833333
2336,322745.193166667
2337,201613.663633333
2338,275287.2538
2339,236557.021566667
2340,389260.094066667
2341,218995.172833333
2342,238147.8001
2343,217649.623433333
2344,243008.1227
2345,240962.2033
2346,218765.917
2347,200253.126833333
2348,224535.646633333
2349,170607.685666667
2350,299594.3426
2351,267754.1451
2352,255020.903033333
2353,263066.970533333
2354,140290.074433333
2355,153361.200333333
2356,151913.060633333
2357,201203.082166667
2358,199889.154333333
2359,125476.041366667
2360,121999.972633333
2361,138912.1399
2362,270904.6204
2363,138761.065266667
2364,156113.5642
2365,227593.932666667
2366,198092.922166667
2367,227322.602733333
2368,206220.415666667
2369,228498.816066667
2370,172088.449166667
2371,173881.4479
2372,188266.5273
2373,258551.688366667
2374,291318.3899
2375,250884.716166667
2376,267885.807533333
2377,333585.656533333
2378,142043.6267
2379,193443.036533333
2380,150482.5234
2381,159129.873933333
2382,193410.887066667
2383,207195.221266667
2384,243518.8895
2385,157681.020433333
2386,143503.33
2387,135774.4641
2388,110296.070666667
2389,129323.139766667
2390,140799.5049
2391,138492.506033333
2392,112651.003233333
2393,156533.520566667
2394,148590.161066667
2395,195993.717366667
2396,147371.812366667
2397,201768.4864
2398,127953.955633333
2399,64689.2472666667
2400,62786.0461333333
2401,116349.123466667
2402,135202.976566667
2403,130717.171833333
2404,153715.136866667
2405,158656.908666667
2406,137320.8304
2407,129600.771866667
2408,138463.742633333
2409,134295.336033333
2410,160773.173233333
2411,122522.8795
2412,153032.153333333
2413,134664.0306
2414,135533.7763
2415,129660.836833333
2416,127346.668666667
2417,127100.436
2418,123220.063233333
2419,131303.360533333
2420,127347.664533333
2421,156396.996633333
2422,120779.840166667
2423,130054.811066667
2424,155755.8996
2425,226179.019133333
2426,130532.0354
2427,137543.112366667
2428,170704.390733333
2429,116274.6967
2430,129495.3364
2431,120056.455666667
2432,134674.229766667
2433,140896.469833333
2434,143275.928666667
2435,151760.9233
2436,108298.250166667
2437,114193.9199
2438,127171.699866667
2439,113688.048133333
2440,123728.239633333
2441,107440.486366667
2442,109332.904333333
2443,117716.465933333
2444,129895.555033333
2445,89150.9217666667
2446,128881.4909
2447,193602.9689
2448,150494.680633333
2449,114187.2485
2450,150190.491433333
2451,128051.021033333
2452,211574.572066667
2453,97575.8314666667
2454,133671.4969
2455,111668.8324
2456,135842.679666667
2457,119966.929366667
2458,114469.388066667
2459,107148.541533333
2460,139797.594566667
2461,114759.366133333
2462,136337.412433333
2463,116978.168166667
2464,158318.252933333
2465,131989.096166667
2466,117289.9404
2467,141829.743933333
2468,91620.0492333334
2469,90395.0261
2470,188572.385233333
2471,189484.9154
2472,166230.330933333
2473,124230.187133333
2474,113608.688466667
2475,221599.8955
2476,110128.681933333
2477,133862.1072
2478,159056.789966667
2479,115861.145466667
2480,142016.351333333
2481,129302.551866667
2482,131384.1988
2483,117047.830166667
2484,127899.9703
2485,124581.905933333
2486,151960.4139
2487,189029.9032
2488,139791.8389
2489,152134.725733333
2490,148309.6094
2491,95678.7297666667
2492,188123.408966667
2493,147891.356266667
2494,161617.862366667
2495,100030.6682
2496,215469.608666667
2497,148435.4338
2498,110604.0909
2499,96443.6270333333
2500,134909.5787
2501,131551.5897
2502,143821.8349
2503,113114.4372
2504,182728.751233333
2505,218050.549066667
2506,254163.9917
2507,315714.191266666
2508,252578.331366667
2509,222231.3047
2510,231553.7663
2511,184479.154766667
2512,217325.5174
2513,216115.179666667
2514,247777.824
2515,148698.464066667
2516,170852.148166667
2517,132121.348
2518,145757.8347
2519,215356.044566667
2520,205644.0158
2521,195386.190566667
2522,213280.174666667
2523,131211.759166667
2524,139306.378266667
2525,146125.279566667
2526,137580.201033333
2527,119381.885833333
2528,129614.265633333
2529,132299.5568
2530,116664.551733333
2531,244461.242733333
2532,224826.004733333
2533,199732.761633333
2534,248013.293233333
2535,295391.181933333
2536,236413.177633333
2537,229873.015266667
2538,181491.4602
2539,186584.626133333
2540,179722.834833333
2541,177961.5443
2542,170209.313466667
2543,134550.5318
2544,128206.455666667
2545,136136.0731
2546,140410.9955
2547,141921.3895
2548,159255.081
2549,165348.833566667
2550,455069.371666667
2551,148558.434233333
2552,122967.293533333
2553,88691.8497
2554,114124.8426
2555,110559.0315
2556,107183.657766667
2557,119124.510566667
2558,162457.391033333
2559,136967.241733333
2560,126937.4879
2561,122491.639233333
2562,128793.696266667
2563,144381.8575
2564,170944.183966667
2565,131628.395
2566,154862.740233333
2567,132110.405966667
2568,185560.8644
2569,190230.480133333
2570,126151.616233333
2571,184312.185466667
2572,180066.8474
2573,213836.4934
2574,281478.588566667
2575,127626.683566667
2576,130407.0198
2577,157198.340166667
2578,97420.1664666666
2579,80283.2462666667
2580,138799.4817
2581,132382.7502
2582,117974.456133333
2583,266807.395
2584,166995.148766667
2585,196346.093633333
2586,206249.862333333
2587,196688.619466667
2588,140795.7738
2589,149265.980866667
2590,226649.041666667
2591,205889.1216
2592,224320.598066667
2593,261364.366466667
2594,172266.256033333
2595,210873.355466667
2596,340277.752766667
2597,195804.1077
2598,270101.021433333
2599,321970.6994
2600,169715.173566667
2601,143910.6674
2602,88880.2942333334
2603,93993.9542
2604,89877.6507
2605,85801.6667666666
2606,148625.572333333
2607,180469.625
2608,200354.111266667
2609,158981.003833333
2610,112822.777933333
2611,152390.425166667
2612,150654.448233333
2613,127643.276266667
2614,127516.450333333
2615,151812.4099
2616,137974.139
2617,173699.559033333
2618,185981.6624
2619,202862.235366667
2620,185535.581266667
2621,182604.493266667
2622,188884.5164
2623,247447.022433333
2624,275534.122933333
2625,319662.3421
2626,168228.736433333
2627,186707.1682
2628,412461.2151
2629,494642.732066667
2630,345388.223866666
2631,450420.8048
2632,400891.244633333
2633,308551.7788
2634,382768.636333333
2635,154863.2474
2636,188517.0951
2637,177354.886433333
2638,251881.5857
2639,182544.151766667
2640,153359.3966
2641,109290.736766667
2642,201243.690033333
2643,111630.126166667
2644,136079.947733333
2645,103148.767066667
2646,98038.8429666667
2647,99989.0840666667
2648,141706.493366667
2649,143502.219166667
2650,139096.5921
2651,149511.475
2652,429847.112833334
2653,250726.028633333
2654,260345.3091
2655,369666.617466667
2656,321955.213466666
2657,325017.6213
2658,286338.061466667
2659,298996.465233333
2660,330093.962333333
2661,338256.531366666
2662,351912.5451
2663,283083.2431
2664,281857.659666667
2665,316666.631
2666,295242.5313
2667,169805.319833333
2668,177682.7199
2669,180200.343066667
2670,284032.184233333
2671,179244.954366667
2672,181428.790633333
2673,212621.3162
2674,209451.0501
2675,165991.9389
2676,187510.1598
2677,196787.395633333
2678,265746.132033333
2679,276157.220633333
2680,270427.284633333
2681,390101.691866667
2682,324327.413
2683,512681.963066667
2684,301947.635966667
2685,337419.460533333
2686,262843.157233333
2687,320388.458633333
2688,229413.249166667
2689,211198.578033333
2690,468821.8289
2691,194047.573
2692,150604.168366667
2693,195526.472433333
2694,146366.508266667
2695,195391.4003
2696,184574.394666667
2697,195294.579366667
2698,202632.744933333
2699,185075.454566667
2700,173544.805533333
2701,163594.268966667
2702,124731.8931
2703,148917.413
2704,140384.0141
2705,121578.5395
2706,119684.9308
2707,127445.590233333
2708,132115.026233333
2709,114113.218533333
2710,126675.1504
2711,273757.384666667
2712,365912.595833333
2713,172925.4008
2714,149888.778704762
2715,172979.664933333
2716,157571.033566667
2717,188868.282733333
2718,239971.7499
2719,155347.356466667
2720,161436.563233333
2721,143198.399266667
2722,165001.344666667
2723,151708.661
2724,130517.9511
2725,137391.029
2726,146247.726033333
2727,178340.6842
2728,166686.413966667
2729,155795.393566667
2730,141963.2057
2731,119873.745
2732,118323.0097
2733,160413.332633333
2734,152773.468966667
2735,134152.166233333
2736,145710.2373
2737,121994.631866667
2738,133377.603866667
2739,159747.379366667
2740,132259.207866667
2741,147948.132333333
2742,152788.088566667
2743,153327.071833333
2744,148758.268633333
2745,139592.719
2746,133708.454966667
2747,147638.490766667
2748,126620.980466667
2749,129073.597033333
2750,133892.0842
2751,128671.610866667
2752,217581.345533333
2753,149292.985966667
2754,231109.828533333
2755,125079.975233333
2756,98573.2714
2757,82303.3164
2758,90540.2949
2759,152542.645366667
2760,140605.9838
2761,146899.3896
2762,146511.373666667
2763,184809.6848
2764,162039.874833333
2765,255385.214333333
2766,137512.664666667
2767,91033.1804666667
2768,124953.127533333
2769,130608.288566667
2770,147690.6052
2771,120352.8767
2772,126632.314666667
2773,156396.234566667
2774,137216.895733333
2775,134946.488133333
2776,136004.276633333
2777,148809.226366667
2778,112254.8506
2779,141706.7504
2780,112292.698533333
2781,99875.5949333334
2782,100108.832633333
2783,105123.751233333
2784,128238.571866667
2785,138405.5193
2786,75444.3833333333
2787,117539.451666667
2788,87225.5979333333
2789,180637.111833333
2790,95823.6767333333
2791,120852.781333333
2792,83501.6925333334
2793,173464.132333333
2794,104007.505033333
2795,115288.8248
2796,100118.9814
2797,177165.300266667
2798,118271.1522
2799,117940.6506
2800,79156.3783
2801,115270.7714
2802,137374.026
2803,154114.267366667
2804,143956.174533333
2805,97827.8852
2806,90312.9977333333
2807,150769.336433333
2808,149138.3416
2809,133652.999733333
2810,138428.897766667
2811,156455.2186
2812,146054.8706
2813,161028.518366667
2814,163414.551266667
2815,105532.3479
2816,223070.5403
2817,143096.717366667
2818,130126.458766667
2819,170493.352066667
2820,144433.442266667
2821,110570.932866667
2822,185810.520166667
2823,243552.1622
2824,181334.6677
2825,156701.008366667
2826,130693.229466667
2827,141168.7851
2828,233212.173
2829,202207.9346
2830,229399.9478
2831,189709.0265
2832,233212.034533333
2833,285199.933766667
2834,219559.798266667
2835,215988.592266667
2836,194894.080066667
2837,165384.963333333
2838,146076.112766667
2839,179325.900433333
2840,194003.913866667
2841,202323.384633333
2842,220441.1302
2843,146501.837766667
2844,159870.341466667
2845,123486.913833333
2846,208766.499466667
2847,197548.450633333
2848,222536.592433333
2849,214624.319
2850,277660.973333333
2851,235367.849133333
2852,230197.465233333
2853,244603.920533333
2854,139368.2213
2855,200391.825
2856,211421.525233333
2857,185763.943033333
2858,194072.549933333
2859,134211.749966667
2860,128950.717433333
2861,137373.6518
2862,195064.955566667
2863,129419.563366667
2864,256626.638433333
2865,146895.406066667
2866,147720.978880952
2867,95237.6746
2868,120339.300033333
2869,123779.636633333
2870,152746.023166667
2871,107330.877533333
2872,62805.5107
2873,104673.4423
2874,141370.542766667
2875,116109.642633333
2876,157147.153266667
2877,145048.464733333
2878,167405.959333333
2879,147565.608066667
2880,106201.243866667
2881,153472.6821
2882,166062.8006
2883,174759.856866667
2884,180923.466466667
2885,177194.480866667
2886,201384.023866667
2887,104517.757
2888,128065.3653
2889,66937.0973666667
2890,87926.7169333333
2891,135307.936433333
2892,68620.8419666667
2893,108019.185366667
2894,62739.4591
2895,308991.6358
2896,289353.720333333
2897,201499.4933
2898,152705.004633333
2899,228866.281233333
2900,158182.2146
2901,187780.320166667
2902,192135.304966667
2903,343523.197166667
2904,341178.070333333
2905,121293.0735
